ticker,valid_date,yes_settlement,nws_t24_forecast_high_f,nws_t24_forecast_low_f,nws_t24_precip_prob,nws_t24_humidity_pct,nws_t12_forecast_high_f,nws_t12_forecast_low_f,nws_t12_precip_prob,nws_t12_humidity_pct,nws_t6_forecast_high_f,nws_t6_forecast_low_f,nws_t6_precip_prob,nws_t6_humidity_pct,nws_t3_forecast_high_f,nws_t3_forecast_low_f,nws_t3_precip_prob,nws_t3_humidity_pct,ow_t24_forecast_high_f,ow_t24_forecast_low_f,ow_t24_precip_prob,ow_t24_humidity_pct,ow_t12_forecast_high_f,ow_t12_forecast_low_f,ow_t12_precip_prob,ow_t12_humidity_pct,ow_t6_forecast_high_f,ow_t6_forecast_low_f,ow_t6_precip_prob,ow_t6_humidity_pct,ow_t3_forecast_high_f,ow_t3_forecast_low_f,ow_t3_precip_prob,ow_t3_humidity_pct,day_of_year,month,clim_mean_high,clim_std_high
HIGHNY-24SEP17-B80.5,2024-09-18,0,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,262.0,9.0,76.0,6.0
HIGHNY-24SEP17-T74,2024-09-18,0,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,68.0,68.0,,,262.0,9.0,76.0,6.0
HIGHNY-24SEP18-T77,2024-09-19,0,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP18-T70,2024-09-19,0,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP18-B70.5,2024-09-19,0,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP18-B72.5,2024-09-19,0,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP18-B74.5,2024-09-19,1,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP18-B76.5,2024-09-19,0,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,68.2,68.2,,,263.0,9.0,76.0,6.0
HIGHNY-24SEP19-B78.5,2024-09-20,0,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP19-T72,2024-09-20,0,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP19-B72.5,2024-09-20,0,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP19-B74.5,2024-09-20,0,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP19-B76.5,2024-09-20,0,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP19-T79,2024-09-20,1,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,68.88,68.88,,,264.0,9.0,76.0,6.0
HIGHNY-24SEP20-T72,2024-09-21,0,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP20-B72.5,2024-09-21,0,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP20-B74.5,2024-09-21,0,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP20-B76.5,2024-09-21,0,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP20-B78.5,2024-09-21,0,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP20-T79,2024-09-21,1,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,64.72,64.72,,,265.0,9.0,76.0,6.0
HIGHNY-24SEP21-B78.5,2024-09-22,1,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP21-T72,2024-09-22,0,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP21-B72.5,2024-09-22,0,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP21-B74.5,2024-09-22,0,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP21-B76.5,2024-09-22,0,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP21-T79,2024-09-22,0,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,61.47,61.47,,,266.0,9.0,76.0,6.0
HIGHNY-24SEP22-B75.5,2024-09-23,0,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP22-T69,2024-09-23,0,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP22-B69.5,2024-09-23,0,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP22-B71.5,2024-09-23,0,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP22-B73.5,2024-09-23,1,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP22-T76,2024-09-23,0,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,61.81,61.81,,,267.0,9.0,76.0,6.0
HIGHNY-24SEP23-T72,2024-09-24,0,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP23-T65,2024-09-24,0,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP23-B65.5,2024-09-24,0,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP23-B67.5,2024-09-24,1,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP23-B69.5,2024-09-24,0,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP23-B71.5,2024-09-24,0,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,60.26,60.26,,,268.0,9.0,76.0,6.0
HIGHNY-24SEP24-T73,2024-09-25,0,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP24-B66.5,2024-09-25,0,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP24-T66,2024-09-25,0,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP24-B68.5,2024-09-25,1,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP24-B70.5,2024-09-25,0,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP24-B72.5,2024-09-25,0,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,62.65,62.65,,,269.0,9.0,76.0,6.0
HIGHNY-24SEP25-B70.5,2024-09-26,0,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP25-T64,2024-09-26,0,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP25-B64.5,2024-09-26,0,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP25-B66.5,2024-09-26,0,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP25-B68.5,2024-09-26,1,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP25-T71,2024-09-26,0,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,66.43,66.43,,,270.0,9.0,76.0,6.0
HIGHNY-24SEP26-T72,2024-09-27,0,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP26-B72.5,2024-09-27,0,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP26-B74.5,2024-09-27,1,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP26-B76.5,2024-09-27,0,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP26-B78.5,2024-09-27,0,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP26-T79,2024-09-27,0,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,65.14,65.14,,,271.0,9.0,76.0,6.0
HIGHNY-24SEP27-B76.5,2024-09-28,0,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP27-T70,2024-09-28,0,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP27-B70.5,2024-09-28,0,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP27-B72.5,2024-09-28,0,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP27-B74.5,2024-09-28,1,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP27-T77,2024-09-28,0,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,65.17,65.17,,,272.0,9.0,76.0,6.0
HIGHNY-24SEP28-B74.5,2024-09-29,0,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP28-T68,2024-09-29,0,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP28-B68.5,2024-09-29,1,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP28-B70.5,2024-09-29,0,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP28-B72.5,2024-09-29,0,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP28-T75,2024-09-29,0,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,62.13,62.13,,,273.0,9.0,76.0,6.0
HIGHNY-24SEP29-B66.5,2024-09-30,0,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP29-T64,2024-09-30,1,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP29-B64.5,2024-09-30,0,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP29-B68.5,2024-09-30,0,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP29-B70.5,2024-09-30,0,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP29-T71,2024-09-30,0,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,61.63,61.63,,,274.0,9.0,76.0,6.0
HIGHNY-24SEP30-T76,2024-10-01,0,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24SEP30-T69,2024-10-01,0,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24SEP30-B69.5,2024-10-01,0,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24SEP30-B71.5,2024-10-01,1,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24SEP30-B73.5,2024-10-01,0,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24SEP30-B75.5,2024-10-01,0,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,62.15,62.15,,,275.0,10.0,65.0,7.0
HIGHNY-24OCT01-B72.5,2024-10-02,0,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT01-B66.5,2024-10-02,0,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT01-B68.5,2024-10-02,1,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT01-T66,2024-10-02,0,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT01-B70.5,2024-10-02,0,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT01-T73,2024-10-02,0,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,58.15,58.15,,,276.0,10.0,65.0,7.0
HIGHNY-24OCT02-T64,2024-10-03,0,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT02-B64.5,2024-10-03,0,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT02-B66.5,2024-10-03,0,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT02-B68.5,2024-10-03,1,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT02-B70.5,2024-10-03,0,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT02-T71,2024-10-03,0,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,63.39,63.39,,,277.0,10.0,65.0,7.0
HIGHNY-24OCT03-T68,2024-10-04,0,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT03-B68.5,2024-10-04,0,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT03-B70.5,2024-10-04,0,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT03-B72.5,2024-10-04,1,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT03-B74.5,2024-10-04,0,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT03-T75,2024-10-04,0,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,62.42,62.42,,,278.0,10.0,65.0,7.0
HIGHNY-24OCT04-B76.5,2024-10-05,0,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT04-B70.5,2024-10-05,0,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT04-B72.5,2024-10-05,1,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT04-T77,2024-10-05,0,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT04-B74.5,2024-10-05,0,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT04-T70,2024-10-05,0,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,64.02,64.02,,,279.0,10.0,65.0,7.0
HIGHNY-24OCT05-B75.5,2024-10-06,1,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
HIGHNY-24OCT05-B71.5,2024-10-06,0,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
HIGHNY-24OCT05-B73.5,2024-10-06,0,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
HIGHNY-24OCT05-B77.5,2024-10-06,0,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
HIGHNY-24OCT05-T71,2024-10-06,0,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
HIGHNY-24OCT05-T78,2024-10-06,0,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,58.59,58.59,,,280.0,10.0,65.0,7.0
